uid,nom,num,numvoie,voie,codepost,commune,code_insee,surf_tot_m2,clos
PAR-69383-53289,Square Jean Reverzy,53289,1,Square Jen Reverzy,69003,Lyon,69383,470,
PAR-69385-05141,Square Jean Tricou,5141,34,Rue Commandant Charcot,69005,Lyon,69385,3199,
PAR-69387-07189,Square Jules Guesde,7189,140,Rue Sébastien Gryphe,69007,Lyon,69387,1720,
PAR-69383-03040,Square Jules Verne,3040,7,Rue Jules Verne,69003,Lyon,69383,16755,
PAR-69386-56113,Square Jérome Bererd,56113,15,Square Jérome Bererd,69006,Lyon,69386,946,
PAR-69385-55075,Square place François Bertras,55075,1,Place François Bertras,69005,Lyon,69385,943,
PAR-69383-03167,Square Roger Bréchan,3167,2,Passage Roger Bréchan,69003,Lyon,69383,730,
PAR-69383-53290,Square Jussieu,53290,1,Square Jussieu,69003,Lyon,69383,2916,
PAR-69387-57212,Square Marie Madeleine Fourcade,57212,1,Rue Marie Madeleine Fourcade,69007,Lyon,69387,3770,
PAR-69383-53178,Square Moncey-Dunoir,53178,51,Rue Dunoir,69003,Lyon,69383,1562,
PAR-69387-07261,Square Monod,7261,65,Allée d'Italie,69007,Lyon,69387,2856,
PAR-69387-07101,Square Monseigneur Alfred Ancel,7101,14,Rue Prosper Chappet,69007,Lyon,69387,1968,
PAR-69389-09118,Square Morlot,9118,60,Rue Pierre Baizet,69009,Lyon,69389,1688,
PAR-69389-09130,Square Mouriquand,9130,30,Square Mouriquand,69009,Lyon,69389,6090,1966
PAR-69383-03270,Square Rebatel,3270,26,Rue Docteur Rebatel,69003,Lyon,69383,2029,
PAR-69034-019,Place Gouailhardou,19,,Place Jean Gouailhardou,69300,Caluire-et-Cuire,69034,2270,
PAR-69387-57134,Square Nadaud Leclerc,57134,15,Av Leclerc,69007,Lyon,69387,1480,
PAR-69383-53332,Square Pierre Pelloux,53332,285,Rue Duguesclin,69003,Lyon,69383,1477,
PAR-69388-08032,Square Saint Hippolyte,8032,10,Rue Saint Hippolyte,69008,Lyon,69388,7474,
PAR-69383-53294,Square place Aristide Briand,53294,1,Place Aristide Briand,69003,Lyon,69383,7416,
PAR-69383-53056,Square place Bir Hakeim,53056,1,Place Bir hakeim,69003,Lyon,69383,6734,
PAR-69381-51059,Square place Chazette,51059,1,Place Louis Chazette,69001,Lyon,69381,7358,
PAR-69382-52026,Square place de la Bourse,52026,1,Place de la Bourse,69002,Lyon,69382,2155,
PAR-69385-55064,Square place de la Commanderie,55064,1,Place de la Commanderie,69005,Lyon,69385,787,
PAR-69387-57205,Square place de Montréal,57205,5,Place de Montréal,69007,Lyon,69387,3816,
PAR-69387-07259,Square René Bayet,7259,20,Rue Jaboulay,69007,Lyon,69387,563,
PAR-69383-03156,Square René Clair,3156,12,Rue Saint Théodore,69003,Lyon,69383,2885,
PAR-69388-08029,Square Renée Mayoud Visconti,8029,101,Bd des Etats-Unis,69008,Lyon,69388,2796,
PAR-69034-034,Square des droits de l'enfant,34,,Entre le 146 et 250 avenue Jean Monnet,69300,Caluire-et-Cuire,69034,716,
PAR-69034-022,Place Laurent Bonnevay,22,,Place Laurent Bonnevay,69300,Caluire-et-Cuire,69034,4434,
PAR-69387-57197,Square place de Stalingrad,57197,1,Place Stalingrad,69007,Lyon,69387,2918,
PAR-69381-51052,Square place des Chartreux,51052,1,Place des Chartreux,69001,Lyon,69381,710,
PAR-69034-038,Square Elie Vignal,38,,Square Elie Vignal,69300,Caluire-et-Cuire,69034,672,
PAR-69386-56022,Square place d'Helvetie,56022,1,Place d'Helvètie,69006,Lyon,69386,2183,
PAR-69386-56024,Square place Edgard Quinet,56024,1,Place Edgard Quinet,69006,Lyon,69386,5021,
PAR-69384-54136,Square place Emile Chanel,54136,1,Place Emile Chanel,69004,Lyon,69384,1472,
PAR-69384-54137,Square place Millaud,54137,1,Place Edouard Millaud,69004,Lyon,69384,1921,
PAR-69387-57038,Square place Ollier,57038,1,Place Ollier,69007,Lyon,69387,2646,
PAR-69383-03142,Square Saint Maximin,3142,58,Rue Saint Maximin,69003,Lyon,69383,968,
PAR-69034-039,Square Emile Thiévon,39,,Angle chemin de Vassieux et chemin de Crépieux,69300,Caluire-et-Cuire,69034,366,
PAR-69386-56028,Square place Puvis de Chavannes,56028,1,Place Puvis de Chavannes,69006,Lyon,69386,8746,
PAR-69387-57039,Square place Raspail,57039,1,Place Raspail,69007,Lyon,69387,6851,
PAR-69034-020,Place Gutenberg,20,,Place Gutenberg,69300,Caluire-et-Cuire,69034,7852,
PAR-69383-53074,Square place Sainte Anne,53074,1,Place Sainte Anne,69003,Lyon,69383,2064,
PAR-69388-08042,Square professeur Morat,8042,30,Rue prof. Morat,69008,Lyon,69388,5190,
PAR-69385-05139,Square Père Chaillet,5139,22,Av du Point du Jour,69005,Lyon,69385,909,
PAR-69381-01054,Square Roger Duplat,1054,27,Rue Pierre Dupont,69001,Lyon,69381,15747,
PAR-69389-09335,Square Roquette,9335,5,Rue Roquette,69009,Lyon,69389,5346,2009
PAR-69389-09102,Square Roquette Jayr,9102,21,Rue Roquette,69009,Lyon,69389,415,
PAR-69384-04057,Square Saint Eucher,4057,68,Rue Eugène pons,69004,Lyon,69384,391,
PAR-69034-040,Square Général Brosset,40,,Square Général Brosset,69300,Caluire-et-Cuire,69034,1881,
PAR-69389-09159,Square Sakharov Captiva,9159,308,Av Andrei Sakharov,69009,Lyon,69389,4001,1966
PAR-69382-52168,Square Widor,52168,1,Place Charles et Marie Widor,69002,Lyon,69382,607,
PAR-69034-041,Square Gilberte et Jean Nallit,41,49,avenue Général de Gaulle,69300,Caluire-et-Cuire,69034,1676,2023
PAR-69385-05129,Voie verte,5129,89,Av Barthélemy Buyer,69005,Lyon,69385,43395,
PAR-69034-002,Berges de Saône,2,2 - 61,Quai Clémenceau,69300,Caluire-et-Cuire,69034,25848,
PAR-69034-003,Berges du Rhône,3,,Du Pont Raymond Poincaré  au Chemin du Ravin,69300,Caluire-et-Cuire,69034,127056,
PAR-69034-021,Place Jules Ferry,21,,Place Jules Ferry,69300,Caluire-et-Cuire,69034,916,
PAR-69034-006,Chemin du Belvédère,6,,16 rue Abbé Lemire /  86 rue de Margnolles,69300,Caluire-et-Cuire,69034,561,
PAR-69034-033,Square des AFN,33,,Entre rue des Combattants d'AFN et la voie verte,69300,Caluire-et-Cuire,69034,2845,
PAR-69034-007,Chemin du Bois des Frères,7,,Place du Docteur Dugoujon (au fond de l 'esplanade Bernard Roger Dalbert),69300,Caluire-et-Cuire,69034,788,
PAR-69034-008,Esplanade Bernard Roger-Dalbert,8,,Place du Docteur Dugoujon,69300,Caluire-et-Cuire,69034,13543,
PAR-69034-010,Fort de Montessuy,10,,Allée du Parc de la Jeunesse,69300,Caluire-et-Cuire,69034,50853,
PAR-69034-011,Jardin de la Maison du Garde Barrière,11,,Face au 26bis chemin de Crépieux,69300,Caluire-et-Cuire,69034,618,
PAR-69034-012,Jardin des Voûtes,12,,Entre le 34 et le 44 grande rue de Saint Clair,69300,Caluire-et-Cuire,69034,616,
PAR-69034-014,Parc de l'Usine des Eaux,14,107,Grande Rue de Saint Clair,69300,Caluire-et-Cuire,69034,6426,
PAR-69034-015,Parc des Berges,15,,De la Passerelle de la Paix au pont Raymond Poincaré,69300,Caluire-et-Cuire,69034,52547,
PAR-69034-016,Place Bellevue,16,,Place Bellevue,69300,Caluire-et-Cuire,69034,1375,
PAR-69034-017,Place Christophe Colomb,17,,Place Christophe Colomb,69300,Caluire-et-Cuire,69034,1327,
PAR-69034-018,Place de Cuire le Bas,18,,Place de Cuire le Bas,69300,Caluire-et-Cuire,69034,720,
PAR-69034-023,Place Louis Braille,23,,Place Louis Braille,69300,Caluire-et-Cuire,69034,1137,
PAR-69034-024,Place Valentin Haüy,24,,Place Valentin Haüy,69300,Caluire-et-Cuire,69034,2725,
PAR-69034-025,Place Victor Basch,25,,Place Victor Basch,69300,Caluire-et-Cuire,69034,909,
PAR-69034-026,Promenade Quai Bellevue,26,,Du Pont Winston Churchill au Parc des Berges,69300,Caluire-et-Cuire,69034,16234,
PAR-69034-027,Roseraie de Montessuy,27,,Face à la place Louis Braille,69300,Caluire-et-Cuire,69034,3850,
PAR-69034-028,Roseraie de Saint Clair,28,,Dans le Parc des Berges,69300,Caluire-et-Cuire,69034,21724,
PAR-69034-029,Sentier du Bois de la Caille,29,6 - 8,rue du Bois de la Caille,69300,Caluire-et-Cuire,69034,934,
PAR-69034-030,Square André Lassagne,30,25,Avenue du Général de Gaulle,69300,Caluire-et-Cuire,69034,8517,
PAR-69034-031,Square Butte aux Indiens,31,,Allée Turba Choux,69300,Caluire-et-Cuire,69034,13681,
PAR-69034-032,Square Charles Péguy,32,,Rue Charles Péguy,69300,Caluire-et-Cuire,69034,755,
PAR-69034-045,Square Joseph Basse,45,36,rue Pierre Bourgeois,69300,Caluire-et-Cuire,69034,454,
PAR-69034-046,Square Louis Dufour,46,14,avenue Louis Dufour,69300,Caluire-et-Cuire,69034,2742,
PAR-69034-047,Square Mick Micheyl,47,,Angle rue Pasteur et rue de Montessuy,69300,Caluire-et-Cuire,69034,1092,
PAR-69034-048,Square Niel,48,,Avant le 6 rue Bissardon,69300,Caluire-et-Cuire,69034,316,
PAR-69034-051,Stade ferré,51,15,Boulevard Paul Doumer,69300,Caluire-et-Cuire,69034,7770,
PAR-69034-052,Voie Verte,52,,Voie de la Dombes,69300,Caluire-et-Cuire,69034,101534,
PAR-69034-013,Jardin d'Eden,13,,Avenue Jean Monnet (le long de la voie Verte),69300,Caluire-et-Cuire,69034,1213,2022
PAR-69034-053,Square Geneviève de Gaulle-Anthonioz,53,22,rue Lucien Maître,69300,Caluire-et-Cuire,69034,741,2023
