uid;id_ariane;nom;num;numvoie;voie;codepost;commune;code_insee;reglement;surf_tot_m2;gestion;ann_ouvert;clos;openinghoursspecification;precision_horaires;acces;circulation;label;type_equip;eau;toilettes;chien;esp_can;photo;gid;openinghours;last_update_fme;horaires
PAR-69034-037;;Square Edouard Herriot;37;;Face au 5 rue Auguste Lumière;69300;Caluire-et-Cuire;69034;Non (sauf dans l'aire de jeux);490,0;Commune/Métropole;;Oui;;;;Piéton;Non;Aire de jeux;Non;Non;Tenus en laisse;;;512;"[]";2023-07-25 13:25:54.151276+02:00;
PAR-69385-55217;S8272;Promenade de la Sarra;55217;15;Promenade de la Sarra;69005;Lyon;69385;oui;10526,83;Commune;;oui;;;Piéton/Vélo;;non;;non;non;Oui;Non;0;223;"[]";;
PAR-69388-58224;S8437;Square de la Fraternité;58224;25;Rue de  la Fraternité;69008;Lyon;69388;oui;1885,85;Commune;;oui;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;248;"[]";;
PAR-69383-53184;S8366;Square de l'Est;53184;23;Rue Feuillat;69003;Lyon;69383;oui;341,18;Commune;;non;;;Piéton/Vélo;;non;;non;non;Oui;Non;0;250;"[]";;
PAR-69387-57222;S8194;Square de Barcelone;57222;25;Rue Maurice Carraz;69007;Lyon;69387;oui;3408,98;Commune;;non;;;Piéton/Vélo;;non;;oui;non;Oui;Non;0;243;"[]";;
PAR-69382-52169;S8418;Rives de Saône 2e;52169;1;Quai des Célestins;69002;Lyon;69382;oui;65720,37;Commune;;non;;;Piéton/Vélo;;non;;oui;oui;Oui;Non;0;226;"[]";;
PAR-69385-09003;S8317;Square de l'observance;9003;54;Montée de l'Observance;69005;Lyon;69385;oui;1324,35;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;251;"[]";;
PAR-69386-06049;S8219;Square de l'Ossuaire;6049;147;Rue de Créqui;69006;Lyon;69386;oui;2642,52;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;252;"[]";;
PAR-69384-54150;S8200;Rives de Saône 4e;54150;1;Quai Joseph Gillet;69004;Lyon;69384;oui;28850,55;Commune;;non;;;Piéton/Vélo;;non;Espace ludique;oui;oui;Oui;Non;0;227;"[]";;
PAR-69388-58219;S8419;Square Adolphe Lafont;58219;25;Allée Adolphe Lafont;69008;Lyon;69388;oui;3131,52;Commune;;oui;;;Piéton;;non;Aire de jeux;non;non;Oui;Non;0;228;"[]";;
PAR-69389-59241;S8171;Square André Canard;59241;1;Quai de la Gare d'Eau;69009;Lyon;69389;oui;3789,62;Commune;2014;non;;;Piéton/Vélo;;non;Aire de jeux;oui;oui;Oui;Non;0;229;"[]";;
PAR-69389-09014;S8297;Square Averroès;9014;0;Rue Marcel Cerdan;69009;Lyon;69389;oui;2087,63;Commune;;oui;;;Piéton;;non;Aire de jeux-Fontaine;oui;non;Non;Non;0;230;"[]";;
PAR-69383-53315;S8371;Square Bahadourian;53315;1;Place Djibraèl Bahadourian;69003;Lyon;69383;oui;6282,21;Commune;;oui;;;Piéton/Vélo;;non;Aire de jeux-Fontaine-Espace Ludique;oui;oui;Oui;Non;0;231;"[]";;
PAR-69389-09154;S8304;Square de la Foucade;9154;1;Montée de Balmont;69009;Lyon;69389;oui;6100,22;Commune;1968;oui;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;247;"[]";;
PAR-69381-01274;S8286;Square de Thou;1274;3;Rue de Thou;69001;Lyon;69381;oui;243,65;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;253;"[]";;
PAR-69381-01093;S8130;Square de Villemanzy;1093;21;Montée Saint Sébastien;69001;Lyon;69381;oui;5454,61;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;254;"[]";;
PAR-69387-07260;S8303;Square Debourg;7260;46;Av Debourg;69007;Lyon;69387;oui;4978,45;Commune;;non;;;Piéton;;non;Aire de jeux;non;non;Oui;Non;0;255;"[]";;
PAR-69384-04068;S8128;Square Dejean-Frangin;4068;118;Bd de la Croix Rousse;69004;Lyon;69384;oui;1200,03;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;256;"[]";;
PAR-69383-03190;S8349;Square Delestraint;3190;8;Quai Victor Augagneur;69003;Lyon;69383;oui;3536,79;Commune;;oui;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;257;"[]";;
PAR-69387-07061;S8292;Square Deperet;7061;7;Rue de l'Université;69007;Lyon;69387;oui;1244,88;Commune;;non;;;Piéton;;non;;non;non;Non;Non;0;258;"[]";;
PAR-69389-09252;S8310;Square des 400;9252;1;Rue Robert Wolville;69009;Lyon;69389;oui;7795,72;Commune;1994;non;;;Piéton;;non;Aire de jeux;non;non;Oui;Non;0;259;"[]";;
PAR-69387-57171;S8143;Square des 44 enfants d'Izieu;57171;75;Rue Raoul Servant;69007;Lyon;69387;oui;680,89;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;260;"[]";;
PAR-69385-55058;S8264;Square place Beno¯t Crépu;55058;1;Place Benoit Crépu;69005;Lyon;69385;oui;2778,58;Commune;;non;;;Piéton;;non;Aire de jeux-Fontaine;oui;non;Oui;Non;0;319;"[]";;
PAR-69385-55123;S8438;Square du Rempart;55123;8;Rue de Trion;69005;Lyon;69385;oui;270,0;Commune;;non;;;Piéton;;non;;non;non;Non;Non;0;276;"[]";;
PAR-69385-05123;S8228;Square des Estrées;5123;4;Rue des Estrées;69005;Lyon;69385;oui;2063,68;Commune;;oui;;;Piéton;;non;Aire de jeux-Espace Ludique;non;non;Non;Non;0;263;"[]";;
PAR-69381-01212;S8132;Square des Pierres Plantées;1212;10;Rue Calliet;69001;Lyon;69381;oui;1745,13;Commune;;oui;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;264;"[]";;
PAR-69385-55138;S8270;Square des Quatre Colonnes;55138;15;Rue des Quatre Colonne;69005;Lyon;69385;oui;357,55;Commune;;non;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;265;"[]";;
PAR-69383-53159;S8364;Square Desaix;53159;6;Rue Desaix;69003;Lyon;69383;oui;2326,19;Commune;;non;;;Piéton;;non;;non;non;Oui;Non;0;266;"[]";;
PAR-69383-03431;S8165;Square Diday;3431;1;Rue Dr Paul Diday;69003;Lyon;69383;oui;478,1;Commune;;non;;;Piéton/Vélo;;non;Aire de jeux;non;non;Oui;Non;0;267;"[]";;
PAR-69388-08065;S8381;Square du 14ème Zouave;8065;15;Rue Antoine Fonlupt;69008;Lyon;69388;oui;4405,42;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;268;"[]";;
PAR-69387-57114;S8172;Square du Brigadier Voituret;57114;15;Rue du brigadier Voituret;69007;Lyon;69387;oui;700,94;Commune;;non;;;Piéton;;non;;non;non;Non;Non;0;269;"[]";;
PAR-69389-59149;S8196;Square du Béal;59149;3;Rue du Béal;69009;Lyon;69389;oui;661,45;Commune;2010;oui;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;270;"[]";;
PAR-69389-09058;S8174;Square du C.S. Champvert;9058;204;Av Barthélemy Buyer;69009;Lyon;69389;oui;4954,64;Commune;;oui;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;272;"[]";;
PAR-69384-54037;S8214;Square place Flammarion;54037;1;Place Camille Flammarion;69004;Lyon;69384;oui;2750,22;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;oui;Oui;Non;0;333;"[]";;
PAR-69386-06109;S8260;Square du Capitaine Billon;6109;1;Bd des Belges;69006;Lyon;69386;oui;1232,09;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;273;"[]";;
PAR-69389-09096;S8279;Square du Vergoin;9096;1;Rue Charles Porcher;69009;Lyon;69389;oui;5126,67;Commune;;non;;;Piéton;;non;Aire de jeux-Espace Ludique;non;non;Oui;Non;0;280;"[]";;
PAR-69383-53180;S8351;Square Edison;53180;196;Rue Edison;69003;Lyon;69383;oui;643,49;Commune;;non;;;Piéton;;non;;non;non;Oui;Non;0;282;"[]";;
PAR-69383-53318;S8326;Square Eugène Varlin;53318;104;Rue Moncey;69003;Lyon;69383;oui;2209,52;Commune;;non;;;Piéton/Vélo;;non;Fontaine;non;non;Oui;Non;0;283;"[]";;
PAR-69383-03094;S8330;Square Eugénie;3094;14;Cours Eugenie;69003;Lyon;69383;oui;546,33;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;284;"[]";;
PAR-69383-03069;S8340;Square Farrère;3069;74;Rue Claude Farrère;69003;Lyon;69383;oui;509,2;Commune;;non;;;Piéton;;non;;non;non;Non;Non;0;285;"[]";;
PAR-69386-56068;S8255;Square Félix Jacquier;56068;5;Rue Félix Jacquier;69006;Lyon;69386;oui;253,47;Commune;;non;;;Piéton;;non;Fontaine;non;non;Non;Non;0;286;"[]";;
PAR-69384-54147;S8274;Square Georges Mattelon;54147;1;Place Georges Mattelon;69004;Lyon;69384;oui;991,89;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;288;"[]";;
PAR-69387-07280;S8322;Square Girard;7280;80;Rue lieutenant Colonel Girard;69007;Lyon;69387;oui;1213,08;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;289;"[]";;
PAR-69386-06161;S8234;Square Général Marcel Descour;6161;40;Rue Germain;69006;Lyon;69386;oui;1495,82;Commune;;oui;;;Piéton;;non;;oui;non;Non;Non;0;290;"[]";;
PAR-69384-04048;S8179;Square Gustave Auguste Ferrié;4048;58;Rue Hénon;69004;Lyon;69384;oui;2789,73;Commune;;oui;;;Piéton;;non;;non;oui;Non;Non;0;291;"[]";;
PAR-69388-08287;S8391;Square Henri Pensier;8287;8;Rue Henri Pensier;69008;Lyon;69388;oui;222,19;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;292;"[]";;
PAR-69387-57116;S8323;Square du Repos;57116;15;Rue du Repos;69007;Lyon;69387;oui;1036,2;Commune;;non;;;Piéton;;non;;non;non;Non;Non;0;277;"[]";;
PAR-69383-03097;S8341;Square du Sacré Coeur;3097;105;Rue Baraban;69003;Lyon;69383;oui;4830,63;Commune;;oui;"[{'opens': '8:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Piéton;;non;Aire de jeux;oui;oui;Non;Non;0;278;"[]";;
PAR-69388-08282;S8404;Square du Transvaal;8282;1;Rue Auguste Pinton;69008;Lyon;69388;oui;1211,93;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;279;"[]";;
PAR-69383-53335;S8367;Square Gandolière;53335;2;Rue Gandolière;69003;Lyon;69383;oui;475,67;Commune;;non;;;Piéton;;non;;non;non;Oui;Non;0;287;"[]";;
PAR-69383-53289;S8368;Square Jean Reverzy;53289;1;Square Jen Reverzy;69003;Lyon;69383;oui;470,54;Commune;;oui;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;296;"[]";;
PAR-69385-05141;S8244;Square Jean Tricou;5141;34;Rue Commandant Charcot;69005;Lyon;69385;oui;3199,39;Commune;;oui;;;Piéton;;non;Aire de jeux;non;oui;Oui;Non;0;297;"[]";;
PAR-69387-07189;S8311;Square Jules Guesde;7189;140;Rue Sébastien Gryphe;69007;Lyon;69387;oui;1720,63;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;298;"[]";;
PAR-69383-03040;S8336;Square Jules Verne;3040;7;Rue Jules Verne;69003;Lyon;69383;oui;16755,4;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;299;"[]";;
PAR-69386-56113;S8258;Square Jérome Bererd;56113;15;Square Jérome Bererd;69006;Lyon;69386;oui;946,15;Commune;;non;;;Piéton;;non;;non;non;Oui;Non;0;301;"[]";;
PAR-69385-55075;S8268;Square place François Bertras;55075;1;Place François Bertras;69005;Lyon;69385;oui;943,92;Commune;;non;;;Piéton;;non;Aire de jeux-Fontaine;oui;non;Oui;Non;0;334;"[]";;
PAR-69383-03167;S8348;Square Roger Bréchan;3167;2;Passage Roger Bréchan;69003;Lyon;69383;oui;730,73;Commune;;oui;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;347;"[]";;
PAR-69383-53290;S8369;Square Jussieu;53290;1;Square Jussieu;69003;Lyon;69383;oui;2916,65;Commune;;non;;;Piéton;;non;;non;non;Oui;Non;0;302;"[]";;
PAR-69387-57212;S8439;Square Marie Madeleine Fourcade;57212;1;Rue Marie Madeleine Fourcade;69007;Lyon;69387;oui;3770,0;Commune;;non;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;304;"[]";;
PAR-69383-53178;S8375;Square Moncey-Dunoir;53178;51;Rue Dunoir;69003;Lyon;69383;oui;1562,37;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Oui;Non;0;306;"[]";;
PAR-69387-07261;S8305;Square Monod;7261;65;Allée d'Italie;69007;Lyon;69387;oui;2856,35;Commune;;non;;;Piéton;;non;;non;non;Oui;Non;0;307;"[]";;
PAR-69387-07101;S8294;Square Monseigneur Alfred Ancel;7101;14;Rue Prosper Chappet;69007;Lyon;69387;oui;1968,99;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;oui;Non;Non;0;308;"[]";;
PAR-69389-09118;S8280;Square Morlot;9118;60;Rue Pierre Baizet;69009;Lyon;69389;oui;1688,77;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;309;"[]";;
PAR-69389-09130;S8283;Square Mouriquand;9130;30;Square Mouriquand;69009;Lyon;69389;oui;6090,71;Commune;1966;non;;;Piéton;;non;;non;non;Oui;Non;0;310;"[]";;
PAR-69383-03270;S8352;Square Rebatel;3270;26;Rue Docteur Rebatel;69003;Lyon;69383;oui;2029,87;Commune;;non;;;Piéton;;non;;oui;non;Non;Non;0;343;"[]";;
PAR-69034-019;;Place Gouailhardou;19;;Place Jean Gouailhardou;69300;Caluire-et-Cuire;69034;Non;2270,0;Commune/Métropole;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;494;"[]";2023-07-25 13:25:54.147970+02:00;
PAR-69387-57134;S8191;Square Nadaud Leclerc;57134;15;Av Leclerc;69007;Lyon;69387;oui;1480,83;Commune;;non;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;311;"[]";;
PAR-69383-53332;S8365;Square Pierre Pelloux;53332;285;Rue Duguesclin;69003;Lyon;69383;oui;1477,8;Commune;;oui;;;Piéton;;non;Aire de jeux;non;non;Oui;Oui;0;316;"[]";;
PAR-69388-08032;S8383;Square Saint Hippolyte;8032;10;Rue Saint Hippolyte;69008;Lyon;69388;oui;7474,16;Commune;;oui;"[{'opens': '8:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Piéton;;non;Aire de jeux;oui;oui;Non;Non;0;352;"[]";;
PAR-69383-53294;S8374;Square place Aristide Briand;53294;1;Place Aristide Briand;69003;Lyon;69383;oui;7416,89;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;oui;Non;Non;0;317;"[]";;
PAR-69383-53056;S8359;Square place Bir Hakeim;53056;1;Place Bir hakeim;69003;Lyon;69383;oui;6734,49;Commune;;non;;;Piéton;;non;Aire de jeux;oui;oui;Oui;Oui;0;320;"[]";;
PAR-69381-51059;S8250;Square place Chazette;51059;1;Place Louis Chazette;69001;Lyon;69381;oui;7358,36;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Oui;Non;0;321;"[]";;
PAR-69382-52026;S8414;Square place de la Bourse;52026;1;Place de la Bourse;69002;Lyon;69382;oui;2155,54;Commune;;non;;;Piéton;;non;Fontaine;non;non;Oui;Non;0;322;"[]";;
PAR-69385-55064;S8266;Square place de la Commanderie;55064;1;Place de la Commanderie;69005;Lyon;69385;oui;787,01;Commune;;non;;;Piéton;;non;Aire de jeux-Fontaine;oui;non;Oui;Non;0;323;"[]";;
PAR-69387-57205;S8211;Square place de Montréal;57205;5;Place de Montréal;69007;Lyon;69387;oui;3816,24;Commune;;non;;;Piéton/Vélo;;non;;non;non;Oui;Non;0;326;"[]";;
PAR-69387-07259;S8302;Square René Bayet;7259;20;Rue Jaboulay;69007;Lyon;69387;oui;563,18;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;344;"[]";;
PAR-69383-03156;S8376;Square René Clair;3156;12;Rue Saint Théodore;69003;Lyon;69383;oui;2885,78;Commune;;non;;;Piéton;;non;;non;non;Oui;Non;0;345;"[]";;
PAR-69388-08029;S8166;Square Renée Mayoud Visconti;8029;101;Bd des Etats-Unis;69008;Lyon;69388;oui;2796,05;Commune;;non;;;Piéton;;non;;non;non;Non;Non;0;346;"[]";;
PAR-69034-034;;Square des droits de l'enfant;34;;Entre le 146 et 250 avenue Jean Monnet;69300;Caluire-et-Cuire;69034;Oui;716,0;Commune;;Oui;;;;Piéton;Non;Aire de jeux;Non;Non;Tenus en laisse;;;509;"[]";2023-07-25 13:25:54.150663+02:00;
PAR-69034-022;;Place Laurent Bonnevay;22;;Place Laurent Bonnevay;69300;Caluire-et-Cuire;69034;Non;4434,0;Commune;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;497;"[]";2023-07-25 13:25:54.148561+02:00;
PAR-69387-57197;S8147;Square place de Stalingrad;57197;1;Place Stalingrad;69007;Lyon;69387;oui;2918,81;Commune;;oui;;;Piéton/Vélo;;non;Aire de jeux;oui;non;Oui;Non;0;327;"[]";;
PAR-69381-51052;S8440;Square place des Chartreux;51052;1;Place des Chartreux;69001;Lyon;69381;oui;710,0;Commune;;oui;;;Piéton;;non;Aire de jeux;non;non;Non;Non;0;328;"[]";;
PAR-69034-038;;Square Elie Vignal;38;;Square Elie Vignal;69300;Caluire-et-Cuire;69034;Oui;672,0;Commune;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;513;"[]";2023-07-25 13:25:54.151475+02:00;
PAR-69386-56022;S8245;Square place d'Helvetie;56022;1;Place d'Helvètie;69006;Lyon;69386;oui;2183,86;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;330;"[]";;
PAR-69386-56024;S8247;Square place Edgard Quinet;56024;1;Place Edgard Quinet;69006;Lyon;69386;oui;5021,43;Commune;;oui;;;Piéton;;non;Aire de jeux-Fontaine;oui;oui;Oui;Non;0;331;"[]";;
PAR-69384-54136;S8242;Square place Emile Chanel;54136;1;Place Emile Chanel;69004;Lyon;69384;oui;1472,91;Commune;;non;;;Piéton;;non;Aire de jeux;oui;non;Oui;Non;0;332;"[]";;
PAR-69384-54137;S8243;Square place Millaud;54137;1;Place Edouard Millaud;69004;Lyon;69384;oui;1921,88;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;oui;Oui;Non;0;336;"[]";;
PAR-69387-57038;S8312;Square place Ollier;57038;1;Place Ollier;69007;Lyon;69387;oui;2646,54;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;337;"[]";;
PAR-69383-03142;S8346;Square Saint Maximin;3142;58;Rue Saint Maximin;69003;Lyon;69383;oui;968,83;Commune;;oui;"[{'opens': '8:00', 'closes': '22:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;353;"[]";;
PAR-69034-039;;Square Emile Thiévon;39;;Angle chemin de Vassieux et chemin de Crépieux;69300;Caluire-et-Cuire;69034;Non;366,0;Commune;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;514;"[]";2023-07-25 13:25:54.151649+02:00;
PAR-69386-56028;S8254;Square place Puvis de Chavannes;56028;1;Place Puvis de Chavannes;69006;Lyon;69386;oui;8746,31;Commune;;oui;;;Piéton;;non;Aire de jeux;non;oui;Oui;Non;0;338;"[]";;
PAR-69387-57039;S8313;Square place Raspail;57039;1;Place Raspail;69007;Lyon;69387;oui;6851,85;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Oui;Oui;0;339;"[]";;
PAR-69034-020;;Place Gutenberg;20;;Place Gutenberg;69300;Caluire-et-Cuire;69034;Non (sauf dans l'aire de jeux);7852,0;Commune;;Non;;;;Piéton;Non;2 aires de jeux;Oui;Oui;Tenus en laisse;;;495;"[]";2023-07-25 13:25:54.148157+02:00;
PAR-69383-53074;S8363;Square place Sainte Anne;53074;1;Place Sainte Anne;69003;Lyon;69383;oui;2064,1;Commune;;oui;;;Piéton;;non;Aire de jeux-Fontaine;oui;non;Oui;Non;0;340;"[]";;
PAR-69388-08042;S8169;Square professeur Morat;8042;30;Rue prof. Morat;69008;Lyon;69388;oui;5190,58;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;341;"[]";;
PAR-69385-05139;S8239;Square Père Chaillet;5139;22;Av du Point du Jour;69005;Lyon;69385;oui;909,83;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;342;"[]";;
PAR-69381-01054;S8197;Square Roger Duplat;1054;27;Rue Pierre Dupont;69001;Lyon;69381;oui;15747,35;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;348;"[]";;
PAR-69389-09335;S8192;Square Roquette;9335;5;Rue Roquette;69009;Lyon;69389;oui;5346,7;Commune;2009;oui;;;Piéton;;non;Aire de jeux;oui;non;Oui;Oui;0;349;"[]";;
PAR-69389-09102;S8160;Square Roquette Jayr;9102;21;Rue Roquette;69009;Lyon;69389;oui;415,39;Commune;;oui;;;Piéton;;non;;non;non;Non;Non;0;350;"[]";;
PAR-69384-04057;S8321;Square Saint Eucher;4057;68;Rue Eugène pons;69004;Lyon;69384;oui;391,67;Commune;;oui;;;Piéton;;non;Aire de jeux;non;oui;Non;Non;0;351;"[]";;
PAR-69034-040;;Square Général Brosset;40;;Square Général Brosset;69300;Caluire-et-Cuire;69034;Non;1881,0;Commune;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;515;"[]";2023-07-25 13:25:54.151817+02:00;
PAR-69389-09159;S8318;Square Sakharov Captiva;9159;308;Av Andrei Sakharov;69009;Lyon;69389;oui;4001,63;Commune;1966;non;;;Piéton;;non;;non;non;Oui;Non;0;356;"[]";;
PAR-69382-52168;S8431;Square Widor;52168;1;Place Charles et Marie Widor;69002;Lyon;69382;oui;607,6;Commune;;oui;;;Piéton;;non;Aire de jeux;oui;non;Non;Non;0;363;"[]";;
PAR-69034-041;;Square Gilberte et Jean Nallit;41;49;avenue Général de Gaulle;69300;Caluire-et-Cuire;69034;Non;1676,0;Commune/Prestataire;2023;Oui;;;;Piéton;Non;Aire de jeux;Oui;Non;Tenus en laisse;;;516;"[]";2023-11-27 15:01:19.872378+01:00;
PAR-69385-05129;S8198;Voie verte;5129;89;Av Barthélemy Buyer;69005;Lyon;69385;oui;43395,73;Commune;;non;;;Piéton/Vélo;;oui;;non;non;Oui;Non;0;364;"[]";;
PAR-69034-002;;Berges de Saône;2;2 - 61;Quai Clémenceau;69300;Caluire-et-Cuire;69034;Non;25848,0;Commune/Métropole;;Non;;;;Piéton;Non;;Oui;Oui;Tenus en laisse;;;477;"[]";2023-07-25 13:25:54.144780+02:00;
PAR-69034-003;;Berges du Rhône;3;;Du Pont Raymond Poincaré  au Chemin du Ravin;69300;Caluire-et-Cuire;69034;Non;127056,0;Métropole;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;478;"[]";2023-07-25 13:25:54.145123+02:00;
PAR-69034-021;;Place Jules Ferry;21;;Place Jules Ferry;69300;Caluire-et-Cuire;69034;Oui;916,0;Commune/Métropole;;Non;;;;Piéton;Non;Aire de jeux;Non;Non;Tenus en laisse;;;496;"[]";2023-07-25 13:25:54.148382+02:00;
PAR-69034-006;;Chemin du Belvédère;6;;16 rue Abbé Lemire /  86 rue de Margnolles;69300;Caluire-et-Cuire;69034;Non;561,0;Commune;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;481;"[]";2023-07-25 13:25:54.145720+02:00;
PAR-69034-033;;Square des AFN;33;;Entre rue des Combattants d'AFN et la voie verte;69300;Caluire-et-Cuire;69034;Non;2845,0;Commune;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;Propreté;;508;"[]";2023-07-25 13:25:54.150492+02:00;
PAR-69034-007;;Chemin du Bois des Frères;7;;Place du Docteur Dugoujon (au fond de l 'esplanade Bernard Roger Dalbert);69300;Caluire-et-Cuire;69034;Non;788,0;Commune;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;482;"[]";2023-07-25 13:25:54.145887+02:00;
PAR-69034-008;;Esplanade Bernard Roger-Dalbert;8;;Place du Docteur Dugoujon;69300;Caluire-et-Cuire;69034;Non (sauf dans l'aire de jeux);13543,0;Commune;;Non;;;;Piéton;Non;Aire de jeux;Oui;Non;Tenus en laisse;;;483;"[]";2023-07-25 13:25:54.146054+02:00;
PAR-69034-010;;Fort de Montessuy;10;;Allée du Parc de la Jeunesse;69300;Caluire-et-Cuire;69034;Non;50853,0;Commune;;Non;;;;Piéton;Non;Skatepark, multisports du Fort;Oui;Oui;Tenus en laisse;;;485;"[]";2023-07-25 13:25:54.146396+02:00;
PAR-69034-011;;Jardin de la Maison du Garde Barrière;11;;Face au 26bis chemin de Crépieux;69300;Caluire-et-Cuire;69034;Non;618,0;Commune;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;486;"[]";2023-07-25 13:25:54.146562+02:00;
PAR-69034-012;;Jardin des Voûtes;12;;Entre le 34 et le 44 grande rue de Saint Clair;69300;Caluire-et-Cuire;69034;Non;616,0;Commune;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;487;"[]";2023-07-25 13:25:54.146732+02:00;
PAR-69034-014;;Parc de l'Usine des Eaux;14;107;Grande Rue de Saint Clair;69300;Caluire-et-Cuire;69034;Non;6426,0;Commune;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;489;"[]";2023-07-25 13:25:54.147085+02:00;
PAR-69034-015;;Parc des Berges;15;;De la Passerelle de la Paix au pont Raymond Poincaré;69300;Caluire-et-Cuire;69034;Non;52547,0;Commune/Métropole;;Non;;;;Piéton;Non;Aire de jeux;Oui;Non;Tenus en laisse;Propreté;;490;"[]";2023-07-25 13:25:54.147254+02:00;
PAR-69034-016;;Place Bellevue;16;;Place Bellevue;69300;Caluire-et-Cuire;69034;Non;1375,0;Commune/Métropole;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;491;"[]";2023-07-25 13:25:54.147443+02:00;
PAR-69034-017;;Place Christophe Colomb;17;;Place Christophe Colomb;69300;Caluire-et-Cuire;69034;Non;1327,0;Métropole;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;492;"[]";2023-07-25 13:25:54.147613+02:00;
PAR-69034-018;;Place de Cuire le Bas;18;;Place de Cuire le Bas;69300;Caluire-et-Cuire;69034;Non (sauf dans l'aire de jeux);720,0;Commune/Métropole;;Non;;;;Piéton;Non;Aire de jeux;Non;Oui;Tenus en laisse;;;493;"[]";2023-07-25 13:25:54.147797+02:00;
PAR-69034-023;;Place Louis Braille;23;;Place Louis Braille;69300;Caluire-et-Cuire;69034;Non;1137,0;Association/Commune;;Non;;;;Piéton;Non;;Non;Non;Tenus en laisse;;;498;"[]";2023-07-25 13:25:54.148747+02:00;
