uid;id_ariane;nom;num;numvoie;voie;codepost;commune;code_insee;reglement;surf_tot_m2;gestion;ann_ouvert;clos;openinghoursspecification;precision_horaires;acces;circulation;label;type_equip;eau;toilettes;chien;esp_can;photo;gid;openinghours;last_update_fme;horaires
PAR-69204-001;;Parc historique de Beauregard;1;;Rue Edouard Millaud;69230;Saint-Genis-Laval;69204;;36358,95;Commune;;oui;;;Piéton;;non;Édifice|Fontaine|Jardin à l'anglaise|Jardin potager;oui;oui;Tenus en laisse;Non;;371;"['Mo-Su 08:00-18:00']";2022-03-31 14:13:25.310293+02:00;
PAR-69204-002;;Parc de la Maison des Champs;2;130;Avenue Georges Clemenceau;69230;Saint-Genis-Laval;69204;;4506,04;Commune;;oui;;selon activités;Piéton;;non;Terrain de pétanque;non;non;Tenus en laisse;Propreté;;372;"['Mo-Su 08:00-18:00']";2022-03-31 14:13:25.630638+02:00;
PAR-69286-008;;Parc des Horizons;8;10;Boulevard De Lattre de Tassigny;69140;Rillieux-la-Pape;69286;oui;10804,0;Commune;2015;non;"[]";;Piéton / Cycle / Motorisé;Piétonne;non;Aire de jeux / Terrain Sportif;oui;oui;Tenus;non;;68;"[]";2024-07-08 16:04:53.072354+02:00;
PAR-69266-040;;Espace de vie de l'Abbe Bordes;40;33;Rue Armand;69100;Villeurbanne;69266;Oui;3423,62539558;Commune;1989;Oui;;;Piéton;Piéton;Non;Fontaine-Terrain de pétanque-Aire de jeux;Oui;Non;Non;Non;0;395;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.730566+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-096;;Parc Jacob Hugentobler (et Esplanade);96;20;Rue Valentin Haüy;69100;Villeurbanne;69266;Oui;6215,48539433;Commune;2017;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;401;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.733273+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-088;;Square Félix Lebossé;88;85;Rue Anatole France;69100;Villeurbanne;69266;Oui;4299,03682266;Commune;1978;Oui;;;Piéton;Piéton;Non;Aire de jeux;Non;Non;Non;Non;0;400;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.732830+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-039;;Square Henri Bertrand;39;119;Rue Anatole France;69100;Villeurbanne;69266;Oui;1521,04208196;Commune;;Oui;;;Piéton;Piéton;Non;;Non;Non;Non;Non;0;394;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.730120+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-098;;Square du Château;98;61;Rue Château Gaillard;69100;Villeurbanne;69266;Oui;5637,92951374;Commune;;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;402;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.733925+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69256-002;S8092;Jardin de la Paix et des Libertés;2;;Rue Condorcet;69120;Vaulx-en-Velin;69256;Oui;10693,0;Ville;2005;Oui;"[{'opens': '00:00', 'closes': '23:59', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Motorisé;Piéton;Non;Aire de jeux, Pique-nique;Non;Oui;Non autorisés;Non;nr;20;"""['Sep-May 06:30-19:30;Jun-Aug 06:30-23:00']""";2024-08-21 09:23:55.776740+02:00;"Sep-May 06:30-19:30;Jun-Aug 06:30-23:00"
PAR-69266-181;;Jardin des Poulettes;181;45;Rue Edouard Vaillant;69100;Villeurbanne;69266;Oui;553,100149903;Commune;2004;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;405;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.735444+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-180;;Jardin de poche Bienvenus Perroncel;180;132;Rue des Bienvenus;69100;Villeurbanne;69266;Oui;365,934328995;Commune;2011;Oui;;;Piéton;Piéton;Non;Aire de jeux;Non;Non;Non;Oui;0;404;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.734959+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-187;;Square Alice et Andre Vansteenberghe;187;11;Rue Château Gaillard;69100;Villeurbanne;69266;Oui;3053,86630014;Commune;1991;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;408;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.736776+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-194;;Square du 19 mars 1962;194;;Rue Francis de Pressensé;69100;Villeurbanne;69266;Oui;1955,6250002;Commune;1961;Oui;;;Piéton;Piéton;Non;;Non;Non;Non;Non;0;412;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.738674+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-195;;Square du Temps des Cerises;195;;Rue Prisca;69100;Villeurbanne;69266;Oui;2824,37697884;Commune;1992;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;413;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.739072+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-207;;Square Association Rhin et Danube;207;212;Rue Francis de Pressensé;69100;Villeurbanne;69266;Oui;271,505135995;Commune;1966;Oui;;;Piéton;Piéton;Non;;Non;Non;Non;Oui;0;418;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.741162+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-212;;Square des Anciens Combattants d'Afrique du Nord;212;132;Rue Louis Becker;69100;Villeurbanne;69266;Oui;2510,8064956;Commune;;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;420;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.742116+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-369;;Square de la Concorde;369;63;Rue Henri Legay;69100;Villeurbanne;69266;Oui;610,361728144;Commune;1970;Oui;;;Piéton;Piéton;Non;Fontaine;Oui;Non;Non;Non;0;424;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.743922+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-379;;Espace de l'Europe Jean Monnet;379;;Avenue Antoine Dutrievoz;69100;Villeurbanne;69266;Oui;17944,6501599;Commune;1980;Oui;;;Piéton/Vélo;Piéton/Vélo;Non;Fontaine-Terrain de sport-Aire de jeux;Oui;Non;Non;Oui;0;429;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.746170+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-381;;Parc Etienne Gagnaire;381;3;Rue Etienne Gagnaire;69100;Villeurbanne;69266;Oui;8728,19182296;Commune;2001;Oui;;;Piéton;Piéton;Non;Aire de jeux;Oui;Non;Non;Non;0;431;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.746942+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-382;;Parc de la Commune de Paris;382;83;Rue Pierre Voyant;69100;Villeurbanne;69266;Oui;25251,1796403;Commune;1966;Oui;;;Piéton/Vélo;Piéton/Vélo;Non;Mur d'escalade-Aire de jeux;Oui;Non;Non;Non;0;432;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.747381+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-384;;Square de la Doua;384;;Boulevard du 11 Novembre 1918;69100;Villeurbanne;69266;Oui;11362,2355212;Commune;1978;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;433;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.747757+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-385;;Parc Marx Dormoy;385;2;Rue de la Pouponnière;69100;Villeurbanne;69266;Oui;2624,77995914;Commune;1925;Oui;;;Piéton;Piéton;Non;Aire de jeux;Non;Non;Non;Non;0;434;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.748199+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-386;;Square de la Plaine Robinson;386;192;Rue du 4 Août 1789;69100;Villeurbanne;69266;Oui;1202,99488941;Commune;;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;435;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.748584+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-387;;Jardin de l'Embellie;387;1;Rue Bernard Lecache;69100;Villeurbanne;69266;Oui;2957,21819988;Commune;;Oui;;;Piéton;Piéton;Non;Aire de jeux;Non;Non;Non;Non;0;436;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.748960+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-388;;Jardin des Clairs-Bois;388;51;Rue Dedieu;69100;Villeurbanne;69266;Oui;237,298650069;Commune;2007;Oui;;;Piéton;Piéton;Non;Aire de jeux;Non;Non;Non;Non;0;437;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.749399+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-392;;Square Marcel Doret;392;2;Rue Marcel Doret;69100;Villeurbanne;69266;Oui;423,158914607;Commune;;Oui;;;Piéton;Piéton;Non;Aire de jeux;Non;Non;Non;Non;0;441;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.750549+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-389;;Square de la France Libre - Charles de Gaulle;389;251;Cours Emile Zola;69100;Villeurbanne;69266;Oui;2332,03309606;Commune;1967;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;438;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.749789+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-390;;Square Edmond Michelet;390;10;Avenue Condorcet;69100;Villeurbanne;69266;Oui;1769,12265869;Commune;;Oui;;;Piéton;Piéton;Non;Fontaine;Oui;Non;Non;Non;0;439;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.750031+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-391;;Square Gendron;391;36;Rue Viret;69100;Villeurbanne;69266;Oui;408,276812718;Commune;;Oui;;;Piéton;Piéton;Non;Aire de jeux;Non;Non;Non;Non;0;440;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.750307+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69382-02247;S8424;Jardin Aquatique Ouagadougou;2247;1;Quai Rambaud;69002;Lyon;69382;oui;9718,57;Commune;;non;;;Piéton/Vélo;;oui;Fontaine;oui;non;Oui;Non;0;78;"[]";;
PAR-69256-057;;Square Monique Martin;57;;Rue Jeanne Morel;69120;Vaulx-en-Velin;69256;Oui;146,0;Ville;;Oui;;;Motorisé;Piéton;Non;Bancs, Aire de jeux;Non;Non;Non autorisés;Non;;462;"""['Sep-May 06:30-19:30;Jun-Aug 06:30-21:00']""";2024-08-21 09:23:55.790014+02:00;"Sep-May 06:30-19:30;Jun-Aug 06:30-21:00"
PAR-69286-009;;Parc boisé de Vancia Château Bérard;9;5059;Route de Strasbourg;69140;Rillieux-la-Pape;69286;oui;83921,0;Service Ville Nature;2021;oui;"[]";;Motorisé / Piéton / Cycle;Piétonne;non;Parcours pédestre;non;non;Tenus;non;;367;"[]";2024-07-08 15:45:44.981623+02:00;
PAR-69256-037;;Esplanade Tase;37;;Avenue des Canuts/Avenue Bataillon Carmagole Liber;69120;Vaulx-en-Velin;69256;Oui;14090,0;Ville/Métropole;2020;Oui;;;Motorisé;Piéton;Non;Aire de jeux, Terrain de sport, Pique-nique;Oui;Oui;Non autorisés;Non;;449;"""['Sep-May 06:30-21:00;Jun-Aug 06:30-23:00']""";2024-08-21 09:23:55.784162+02:00;"Sep-May 06:30-21:00;Jun-Aug 06:30-23:00"
PAR-69256-038;;Allée des Marronniers;38;;Allée des Marronniers;69120;Vaulx-en-Velin;69256;Non;1037,0;Ville;2020;Non;;;Motorisé;Piéton;Non;Aire de jeux;Oui;Non;Non autorisés;Non;;450;"[]";2024-08-21 09:23:55.784584+02:00;24/7 open
PAR-69383-53333;S8327;Berge du Rhône 3e;53333;1;Quai Victor Auganeur;69003;Lyon;69383;oui;32786,66;Commune;;non;;;Piéton/Vélo;;non;Fontaine-Espace Ludique;oui;non;Oui;Non;0;69;"[]";;
PAR-69383-03016;S8333;Bois des Chênes;3016;37;Rue Jules Massenet;69003;Lyon;69383;oui;10201,92;Commune;;non;;;Piéton;;non;;non;non;Oui;Non;0;72;"[]";;
PAR-69256-039;;Espace vert des Verchères;39;;Rue des Verchères;69120;Vaulx-en-Velin;69256;Non;3604,0;Ville;;Non;;;Motorisé;Piéton;Non;Aire de jeux, Terrain de sport;Non;Non;Non autorisés;Non;;451;"[]";2024-08-21 09:23:55.784969+02:00;24/7 open
PAR-69256-040;;Square André Malraux;40;;Square André Malraux;69120;Vaulx-en-Velin;69256;Non;2706,0;Ville;2017;Non;;;Piéton;Piéton;Non;Aire de jeux;Oui;Non;Non autorisés;Non;;452;"[]";2024-08-21 09:23:55.785420+02:00;24/7 open
PAR-69256-013;S8101;Jardin astronomique du Planétarium;13;;Place de la Nation;69120;Vaulx-en-Velin;69256;Non;2782,0;Ville;2017;Oui;;voir planétarium;Piéton;Piéton;Non;Observatoire, Potager pédagogique;Oui;Oui;Non autorisés;Non;nr;31;"['Horaires du Planétarium']";2024-08-21 09:23:55.781149+02:00;Horaires du Planétarium
PAR-69266-214;;Parc Edouard Glissant;214;62;Avenue Roger Salengro;69100;Villeurbanne;69266;Oui;3408,44248917;Commune;2011;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;421;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.742526+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69256-003;S8104;Square Danielle Casanova;3;;Avenue Roger Salengro;69120;Vaulx-en-Velin;69256;Oui;4373,0;Ville;;Oui;"[{'opens': '09:00', 'closes': '20:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Motorisé;Piéton;Non;Aire de jeux, Pique-nique, Ping-pong, Bancs;Non;Non;Non autorisés;Non;nr;21;"['Jan-Dec 08:00-22:00']";2024-08-21 09:23:55.777357+02:00;Jan-Dec 08:00-22:00
PAR-69256-008;S8093;Parc du Château;8;;Rue Franklin;69120;Vaulx-en-Velin;69256;Oui;4361,0;Ville;2015;Oui;"[{'opens': '09:00', 'closes': '20:00', 'dayOfWeek': ['http://schema.org/Monday', 'http://schema.org/Tuesday', 'http://schema.org/Wednesday', 'http://schema.org/Thursday', 'http://schema.org/Friday', 'http://schema.org/Saturday', 'http://schema.org/Sunday']}]";;Motorisé;Piéton;Non;Aire de jeux;Oui;Non;Non autorisés;Non;nr;26;"""['Sep-May 06:30-19:30;Jun-Aug 06:30-22:30']""";2024-08-21 09:23:55.779899+02:00;"Sep-May 06:30-19:30;Jun-Aug 06:30-22:30"
PAR-69266-003;;Jardin Alexis Jordan;3;77;Rue Château Gaillard;69100;Villeurbanne;69266;Oui;7444,92379429;Commune;2004;Oui;;;Piéton/Vélo;Piéton/Vélo;Non;;Non;Non;Non;Non;0;375;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.399727+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-377;;Square des Justes;377;16;Rue Docteur Ollier;69100;Villeurbanne;69266;Oui;81,6120044002;Commune;;Oui;;;Piéton;Piéton;Non;;Non;Non;Non;Non;0;427;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.745156+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69286-029;;Parc de la Roue;29;;Rue de la Barse;69140;Rillieux-la-Pape;69286;oui;6665,0;Commune;1970;non;"[]";;Transport/ Motorisé/ Piéton/ Cycle;Piétonne;non;Aire de Jeux;non;non;Tenus;non;;448;"[]";2024-07-08 15:45:44.986002+02:00;
PAR-69266-011;;Parc des Droits de l'Homme - Maison des aînés;11;56;Rue Du 1 Mars 1943;69100;Villeurbanne;69266;Oui;17603,2378671;Commune;1981;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;377;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.722146+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-013;;Parc Vaclav Havel;13;118;Cours Tolstoï;69100;Villeurbanne;69266;Oui;2636,83981382;Commune;2013;Oui;;;Piéton;Piéton;Non;Aire de jeux;Non;Non;Non;Non;0;378;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.722601+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-014;;Square Berty Albrecht;14;14;Place Jules Grandclément;69100;Villeurbanne;69266;Oui;1129,83509623;Commune;1977;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;379;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.723338+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-015;;Square de la Roseraie;15;28;Avenue Marc Sangnier;69100;Villeurbanne;69266;Oui;2857,4701;Commune;1956;Oui;;;Piéton;Piéton;Non;;Non;Non;Non;Non;0;380;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.723794+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-016;;Square du Bataillon Carmagnole Liberté;16;;Rue du 4 Septembre 1797;69100;Villeurbanne;69266;Oui;1356,58974371;Commune;1982;Oui;;;Piéton;Piéton;Non;;Non;Non;Non;Non;0;381;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.724235+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-020;;Jardin Jean Rictus;20;32;Rue Docteur Frappaz;69100;Villeurbanne;69266;Oui;1775,82302195;Commune;2010;Oui;;;Piéton;Piéton;Non;Fontaine;Oui;Non;Non;Non;0;383;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.725119+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-021;;Square Léon Meiss;21;;Allée Léon Meiss;69100;Villeurbanne;69266;Oui;1157,36153041;Commune;1994;Oui;;;Piéton;Piéton;Non;;Non;Non;Non;Non;0;384;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.725556+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-018;;Jardin des tout petits Adolphe Lafont;18;19;Avenue Marc Sangnier;69100;Villeurbanne;69266;Oui;2863,08082892;Commune;1929;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;382;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.724682+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-025;;Dalle Jules Guesde;25;116;Rue de la Ligne de l'Est;69100;Villeurbanne;69266;Oui;7396,40372013;Commune;;Oui;;;Piéton;Piéton;Non;Terrain de pétanque;Non;Non;Non;Non;0;385;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.726068+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-029;;Square Roger Palanche et René Vidal;29;;Rue des Charmettes;69100;Villeurbanne;69266;Oui;202,491099984;Commune;;Oui;;;Piéton;Piéton;Non;;Non;Non;Non;Oui;0;387;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.726941+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-033;;Jardin Alfred Sauvy;33;46;Rue du Progrès;69100;Villeurbanne;69266;Oui;1989,20221891;Commune;;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;391;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.728731+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-034;;Square Allée du Couchant;34;;Allée du Couchant;69100;Villeurbanne;69266;Oui;2138,72405005;Commune;;Oui;;;Piéton;Piéton;Non;Fontaine;Oui;Non;Non;Oui;0;392;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.729188+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-031;;Jardin Marcel Claeys;31;27;Rue Hippolyte Kahn;69100;Villeurbanne;69266;Oui;654,687044991;Commune;;Oui;;;Piéton;Piéton;Non;;Non;Non;Non;Non;0;389;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.727838+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-032;;Square Victor Basch;32;24;Rue Victor Basch;69100;Villeurbanne;69266;Oui;384,175491485;Commune;;Oui;;;Piéton;Piéton;Non;Aire de jeux;Non;Non;Non;Non;0;390;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.728285+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-042;;Square Jacques Prevert;42;63;Cours Tolstoï;69100;Villeurbanne;69266;Oui;6262,19864735;Commune;1978;Oui;;;Piéton/Vélo;Piéton/Vélo;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;396;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.731007+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-038;;Square Florian;38;56;Rue Florian;69100;Villeurbanne;69266;Oui;3332,5985041;Commune;1973;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;393;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.729673+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-044;;Jardin des Milles Couleurs;44;2;Rue Pierre Baratin;69100;Villeurbanne;69266;Oui;2273,84270605;Commune;1999;Oui;;;Piéton;Piéton;Non;Aire de jeux;Non;Non;Non;Non;0;398;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.731908+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-106;;Parc Chanteur;106;53;Rue Francis de Pressensé;69100;Villeurbanne;69266;Oui;7458,28218445;Commune;1994;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de fitness-Aire de jeux;Oui;Non;Non;Oui;0;403;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.734496+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-367;;Parc Jorge Semprun;367;14;Rue Willy Brandt;69100;Villeurbanne;69266;Oui;5313,09427777;Commune;2019;Oui;;;Piéton;Piéton;Non;Fontaine-Aire de jeux;Oui;Non;Non;Non;0;423;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.743391+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-376;;Parc Nathalie Gautier;376;18;Rue Jean Jaurès;69100;Villeurbanne;69266;Oui;2823,57863675;Commune;2007;Oui;;;Piéton;Piéton;Non;;Non;Non;Non;Oui;0;426;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.744719+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-378;;Square Henri Frenay;378;;Rue Julien Peyhorgue;69100;Villeurbanne;69266;Oui;1336,15461353;Commune;;Oui;;;Piéton;Piéton;Non;Aire de jeux;Non;Non;Non;Non;0;428;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.745544+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-380;;Parc Vaillant couturier;380;59;Rue Léon Blum;69100;Villeurbanne;69266;Oui;7952,52528748;Commune;1946;Oui;;;Piéton;Piéton;Non;Fontaine-Terrain de sport-Terrain de pétanque-Aire de jeux;Oui;Non;Non;Non;0;430;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.746559+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
PAR-69266-394;;Parc René Dumont;394;66;Avenue Galline;69100;Villeurbanne;69266;Oui;2249,75470264;Commune;;Oui;;;Piéton;Piéton;Non;;Non;Non;Non;Non;0;443;"['Oct-Mar 08:00-19:00', 'Apr-Sep 08:00-22:00']";2022-06-07 17:46:57.751029+02:00;"Oct-Mar 08:00-19:00; Apr-Sep 08:00-22:00"
